Akmena - KretingaKaupiklis: Nr. 00.01 Campbell CR1000 Duomenys atnaujinti: 2024-11-05 05:30Vykdomi matavimai  Vandens lygis  ( 148.3 cm ) Vandens temperatūra  ( 7.8 C ) Akumuliatoriaus įtampa  ( 11.6 V ) Grafikai  30 dienų vandens lygis 30 dienų vandens temperatūra
Šventoji - ŠventojiKaupiklis: Nr. 00.02 Campbell CR1000 Duomenys atnaujinti: 2024-11-05 05:30Vykdomi matavimai  Vandens lygis  ( 90.8 cm ) Vandens temperatūra  ( 7.1 C ) Akumuliatoriaus įtampa  ( 12.7 V ) Grafikai  30 dienų vandens lygis 30 dienų vandens temperatūra
Klaipėdos jūrų uosto vandens matavimo stotis - KlaipėdaKaupiklis: Nr. 00.03 Campbell CR800 / 850 Duomenys atnaujinti: 2024-11-05 05:30Vykdomi matavimai  Vandens lygis  ( 527.8 cm ) Vandens temperatūra  ( 10.8 C ) Akumuliatoriaus įtampa  ( 13.4 V ) Grafikai  30 dienų vandens lygis 30 dienų vandens temperatūra
Palangos VMS - Baltijos jūraKaupiklis: Nr. 00.04 Campbell CR1000 Duomenys atnaujinti: 2024-11-05 05:30Vykdomi matavimai  Vandens lygis  ( 515.8 cm ) Vandens temperatūra  ( 9.6 C ) Battery voltage  ( 13.6 V ) Grafikai  30 dienų vandens temperatūra 30 dienų vandens lygis
Juodkrantės VMS, Kuršių mariosKaupiklis: Nr. 00.05 Campbell CR1000 Duomenys atnaujinti: 2024-11-05 05:30Vykdomi matavimai  Vandens lygis  ( 539.4 cm ) Vandens temperatūra  ( 8.5 C ) Akumuliatoriaus įtampa  ( 24.0 V ) Vandens druskingumas  ( -91.4 g/m3 )
Svyla - GuntauninkaiKaupiklis: Nr. 01.01 Campbell CR1000 Duomenys atnaujinti: 2024-11-05 05:30Vykdomi matavimai  Akumuliatoriaus įtampa  ( 12.5 V ) Vandens lygis  ( 128.1 cm ) Vandens temperatūra  ( 5.9 C ) Grafikai  30 dienų vandens lygis 30 dienų vandens temperatūra
Dysna - KačergiškėKaupiklis: Nr. 01.02 Campbell CR1000 Duomenys atnaujinti: 2024-11-05 05:30Vykdomi matavimai  Vandens lygis  ( 119.1 cm ) Akumuliatoriaus įtampa  ( 12.5 V ) Vandens temperatūra  ( 5.6 C ) Grafikai  30 dienų vandens lygis 30 dienų vandens temperatūra
Birvėta - LazinkosKaupiklis: Nr. 01.03 Campbell CR1000 Duomenys atnaujinti: 2024-11-05 05:30Vykdomi matavimai  Vandens lygis  ( 128.7 cm ) Vandens temperatūra  ( 3.3 C ) Akumuliatoriaus įtampa  ( 12.5 V ) Grafikai  30 dienų vandens lygis 30 dienų vandens temperatūra
Nemunas - DruskininkaiKaupiklis: Nr. 02.01 Campbell CR1000 Duomenys atnaujinti: 2024-11-05 05:30Vykdomi matavimai  Vandens lygis  ( 6.9 cm ) Vandens temperatūra  ( 9.0 C ) Oro temperatūra  ( 0.7 C ) Akumuliatoriaus įtampa  ( 13.0 V ) Grafikai  30 dienų vandens lygis 30 dienų vandens temperatūra
Nemunas - NemajūnaiKaupiklis: Nr. 02.02 Campbell CR1000 Duomenys atnaujinti: 2024-11-05 05:30Vykdomi matavimai  Vandens lygis  ( 16.5 cm ) Vandens temperatūra  ( 8.3 C ) Oro temperatūra  ( 0.8 C ) Akumuliatoriaus įtampa  ( 12.8 V ) Grafikai  30 dienų vandens lygis 30 dienų vandens temperatūra
