Eil. Nr.,Stotis[name],NaudojamasPINN[pinn],Data,Vandens lygiscm.,Vandens debitasm3.,VandenstemperatūraºC
30,Dubysa - Lyduvėnų VMS,5322,2025-06-12 14:00:00,128.0,7.96,15.5
31,Dubysa - Padubysio VMS,5326,2025-06-12 15:00:00,37.3,,18.2
32,Dubysa - Padubysio VMS,5326,2025-06-12 14:00:00,37.5,,18.2
33,Gėgė - Plaškių VMS,5923,2025-06-12 14:00:00,191.7,,17.6
34,Gėgė - Plaškių VMS,5923,2025-06-12 15:00:00,192.4,,17.7
35,Girutiškis - Rušiškių VMS,5723,2025-06-12 14:00:00,77.8,,16.3
36,Girutiškis - Rušiškių VMS,5723,2025-06-12 15:00:00,78.2,,16.3
37,Yslykis - Kyburių VMS,6422,2025-06-12 14:00:00,94.6,0.22,14.5
38,Jūra - Pajūrio VMS,5921,2025-06-12 14:00:00,133.2,,16.8
39,Jūra - Pajūrio VMS,5921,2025-06-12 15:00:00,133.2,,16.8
40,Jūra - Tauragės VMS,5227,2025-06-12 15:00:00,134.2,19.19,16.9
41,Jūra - Tauragės VMS,5227,2025-06-12 14:00:00,134.7,19.34,16.9
42,Katra - Paramėlio VMS,5429,2025-06-12 14:00:00,2.5,,14.1
43,Katra - Paramėlio VMS,5429,2025-06-12 15:00:00,2.5,,14.2
44,Klaipėdos jūrų uosto VMS – Baltijos jūra,5720,2025-06-12 15:00:00,529.0,,11.3
45,Klaipėdos jūrų uosto VMS – Baltijos jūra,5720,2025-06-12 14:00:00,529.5,,11.4
46,Klaipėdos kanalas - Lankupių VMS,5129,2025-06-12 15:00:00,519.3,,12.5
47,Klaipėdos kanalas - Lankupių VMS,5129,2025-06-12 14:00:00,519.3,,12.5
48,Kražantė - Pluskių VMS,5222,2025-06-12 14:00:00,31.5,1.44,16.6
49,Kražantė - Pluskių VMS,5222,2025-06-12 15:00:00,31.4,1.44,16.6
50,Kuršių marios - Juodkrantės VMS,5425,2025-06-12 15:00:00,513.5,,15.3
51,Kuršių marios - Juodkrantės VMS,5425,2025-06-12 14:00:00,515.7,,15.2
52,Leitė - Kūlynų VMS,5428,2025-06-12 14:00:00,190.4,,14.7
53,Leitė - Kūlynų VMS,5428,2025-06-12 15:00:00,191.4,,14.7
54,Lėvuo - Bernatonių VMS,5423,2025-06-12 15:00:00,29.4,,16.1
55,Lėvuo - Bernatonių VMS,5423,2025-06-12 14:00:00,29.3,,16.1
56,Lėvuo - Kupiškio VMS,5628,2025-06-12 15:00:00,140.5,,15.7
57,Lėvuo - Kupiškio VMS,5628,2025-06-12 14:00:00,140.6,,15.7
58,Mera-Kūna - Pažeimenės VMS,5524,2025-06-12 14:00:00,73.3,,12.4
59,Mera-Kūna - Pažeimenės VMS,5524,2025-06-12 15:00:00,74.1,,12.4
60,Merkys - Jašiūnų VMS,5622,2025-06-12 15:00:00,53.6,,11.8
61,Merkys - Jašiūnų VMS,5622,2025-06-12 14:00:00,53.7,,11.8
62,Merkys - Puvočių VMS,4428,2025-06-12 14:00:00,111.1,24.64,14.4
63,Merkys - Puvočių VMS,4428,2025-06-12 15:00:00,111.3,24.74,14.4
64,Minija - Kartenos VMS,5121,2025-06-12 15:00:00,105.4,8.01,15.4
65,Minija - Kartenos VMS,5121,2025-06-12 14:00:00,105.3,7.99,15.2
66,Minija - Lankupių VMS,5123,2025-06-12 14:00:00,518.8,34.04,16.2
67,Minija - Lankupių VMS,5123,2025-06-12 15:00:00,518.8,34.04,16.2
68,Minija - Priekulės VMS,5926,2025-06-12 15:00:00,146.0,,16.2
69,Minija - Priekulės VMS,5926,2025-06-12 14:00:00,146.9,,16.2
70,Mituva - Žindaičių VMS,5224,2025-06-12 14:00:00,31.6,,15.0
71,Mituva - Žindaičių VMS,5224,2025-06-12 15:00:00,31.4,,14.9
72,Musteika - Musteikos VMS,5324,2025-06-12 14:00:00,41.9,,14.3
73,Musteika - Musteikos VMS,5324,2025-06-12 15:00:00,42.4,,14.2
74,Mūša - Ustukių VMS,6424,2025-06-12 15:00:00,160.7,45.76,16.3
75,Mūša - Ustukių VMS,6424,2025-06-12 14:00:00,160.3,45.52,16.4
76,Mūša - Žilpamūšio VMS,5725,2025-06-12 14:00:00,188.3,,14.7
77,Mūša - Žilpamūšio VMS,5725,2025-06-12 15:00:00,188.5,,14.6
78,Nemunas - Birštono VMS,4424,2025-06-12 14:00:00,495.5,,18.1
79,Nemunas - Birštono VMS,4424,2025-06-12 15:00:00,490.3,,18.0
80,Nemunas - Darsūniškio VMS,4421,2025-06-12 14:00:00,484.3,,18.5
81,Nemunas - Darsūniškio VMS,4421,2025-06-12 15:00:00,485.5,,18.5
82,Nemunas - Druskininkų VMS,4323,2025-06-12 14:00:00,34.4,140.69,19.0
83,Nemunas - Druskininkų VMS,4323,2025-06-12 15:00:00,35.0,141.53,18.9
84,Nemunas - Kauno VMS,4324,2025-06-12 14:00:00,78.6,,18.2
85,Nemunas - Kauno VMS,4324,2025-06-12 15:00:00,73.6,,18.2
86,Nemunas - Lampėdžių VMS,5721,2025-06-12 15:00:00,-41.1,0.00,17.7
87,Nemunas - Lampėdžių VMS,5721,2025-06-12 14:00:00,-34.1,0.00,17.7
88,Nemunas - Lazdėnų VMS,5626,2025-06-12 15:00:00,183.1,,
89,Nemunas - Lazdėnų VMS,5626,2025-06-12 14:00:00,182.4,,
90,Nemunas - Nemajūnų VMS,4426,2025-06-12 14:00:00,37.9,170.53,19.9
91,Nemunas - Nemajūnų VMS,4426,2025-06-12 15:00:00,38.0,170.69,19.9
92,Nemunas - Panemunės VMS,5226,2025-06-12 15:00:00,169.5,,16.6
93,Nemunas - Panemunės VMS,5226,2025-06-12 14:00:00,166.8,,16.6
94,Nemunas - Smalininkų VMS,5225,2025-06-12 14:00:00,153.5,405.47,
95,Nemunas - Smalininkų VMS,5225,2025-06-12 15:00:00,152.8,403.98,
96,Nemunas - Šilininkų VMS,5126,2025-06-12 14:00:00,134.5,,18.6
97,Nemunas - Šilininkų VMS,5126,2025-06-12 15:00:00,135.6,,18.6
98,Nemunėlis - Kvetkų VMS,5629,2025-06-12 15:00:00,125.0,,15.5
99,Nemunėlis - Kvetkų VMS,5629,2025-06-12 14:00:00,125.2,,15.5
100,Nemunėlis - Tabokinės VMS,6421,2025-06-12 14:00:00,103.2,39.14,15.9
101,Nemunėlis - Tabokinės VMS,6421,2025-06-12 15:00:00,100.8,37.46,15.9
102,Neris - Buivydžių VMS,4522,2025-06-12 15:00:00,256.5,78.61,16.2
103,Neris - Buivydžių VMS,4522,2025-06-12 14:00:00,255.7,78.08,16.2
104,Neris - Jonavos VMS,5421,2025-06-12 14:00:00,93.6,208.71,
105,Neris - Jonavos VMS,5421,2025-06-12 15:00:00,93.5,208.54,
106,Neris - Vilniaus VMS,4523,2025-06-12 14:00:00,268.1,100.65,17.3
107,Neris - Vilniaus VMS,4523,2025-06-12 15:00:00,268.4,100.97,17.3
108,Nevėžis - Babtų VMS,5323,2025-06-12 15:00:00,206.8,21.43,17.2
109,Nevėžis - Babtų VMS,5323,2025-06-12 14:00:00,206.1,21.29,17.2
110,Nevėžis - Panevėžio VMS,5426,2025-06-12 15:00:00,61.6,3.84,18.0
111,Nevėžis - Panevėžio VMS,5426,2025-06-12 14:00:00,61.4,3.83,18.0
112,Nevėžis - Traupio VMS,5623,2025-06-12 14:00:00,81.7,,15.3
113,Nevėžis - Traupio VMS,5623,2025-06-12 15:00:00,81.8,,15.3
114,Paršežeris - Požerio VMS,5924,2025-06-12 15:00:00,71.8,,18.1
115,Paršežeris - Požerio VMS,5924,2025-06-12 14:00:00,70.8,,18.2
116,Pyvesa- Žadeikių VMS,5625,2025-06-12 15:00:00,96.5,,15.1
117,Pyvesa- Žadeikių VMS,5625,2025-06-12 14:00:00,96.5,,15.1
118,Platonis - Vaineikių VMS,5525,2025-06-12 14:00:00,148.1,,14.9
119,Platonis - Vaineikių VMS,5525,2025-06-12 15:00:00,148.1,,14.8
120,Sanžilės kanalas - Bernatonių VMS,5523,2025-06-12 14:00:00,24.7,,16.0
121,Sanžilės kanalas - Bernatonių VMS,5523,2025-06-12 15:00:00,24.5,,16.0
122,Sidabra - Šarkių VMS,5627,2025-06-12 14:00:00,68.6,,15.2
123,Skirvytė - Rusnės VMS,5127,2025-06-12 14:00:00,208.5,,
124,Skirvytė - Rusnės VMS,5127,2025-06-12 15:00:00,209.3,,
125,Skroblus - Dubininko VMS,4325,2025-06-12 15:00:00,18.3,,11.6
126,Skroblus - Dubininko VMS,4325,2025-06-12 14:00:00,18.0,,11.6
127,Smardonė - Likėnų VMS,6452,2025-06-12 14:00:00,114.1,,9.6
128,Smardonė - Likėnų VMS,6452,2025-06-12 15:00:00,114.1,,9.6
129,Spindžius - Drabužninkų VMS,6425,2025-06-12 15:00:00,109.7,,17.7
130,Spindžius - Drabužninkų VMS,6425,2025-06-12 14:00:00,109.3,,17.7
131,Stervas - Varnių VMS,5824,2025-06-12 14:00:00,121.4,,15.4
132,Stervas - Varnių VMS,5824,2025-06-12 15:00:00,121.3,,15.4
133,Strėva - Semeliškių VMS,4422,2025-06-12 14:00:00,303.5,1.94,16.5
134,Strėva - Semeliškių VMS,4422,2025-06-12 15:00:00,304.1,1.98,16.4
135,Svyla - Guntauninkų VMS,5621,2025-06-12 15:00:00,187.4,1.22,16.8
136,Svyla - Guntauninkų VMS,5621,2025-06-12 14:00:00,187.5,1.22,16.9
137,Šalčia - Valkininkų VMS,4427,2025-06-12 14:00:00,116.8,4.56,14.0
138,Šalčia - Valkininkų VMS,4427,2025-06-12 15:00:00,116.8,4.56,14.0
139,Šešupė - K. Naumiesčio VMS,4221,2025-06-12 14:00:00,17.4,4.50,17.6
140,Šešupė - K. Naumiesčio VMS,4221,2025-06-12 15:00:00,17.6,4.53,17.5
141,Šešupė - Liubavo VMS,4322,2025-06-12 14:00:00,59.9,1.43,14.6
142,Šešupė - Liubavo VMS,4322,2025-06-12 15:00:00,59.8,1.42,14.6
143,Šešuvis - Skirgailų VMS,5228,2025-06-12 15:00:00,94.0,9.26,16.0
144,Šešuvis - Skirgailų VMS,5228,2025-06-12 14:00:00,94.9,9.35,16.0
145,Širvinta - Liukonių VMS,5422,2025-06-12 14:00:00,92.6,7.43,16.3
146,Šyša - Šilutės VMS,5125,2025-06-12 14:00:00,117.2,3.00,15.6
147,Šyša - Šilutės VMS,5125,2025-06-12 15:00:00,117.7,3.03,15.6
148,Šlavantas - Čivonių VMS,4622,2025-06-12 15:00:00,81.4,,15.9
149,Šlavantas - Čivonių VMS,4622,2025-06-12 14:00:00,81.3,,15.9
150,Šušvė - Josvainių VMS,5424,2025-06-12 14:00:00,-3.1,0.00,17.3
151,Šušvė - Josvainių VMS,5424,2025-06-12 15:00:00,-8.9,0.00,17.1
152,Šušvė - Šiaulėnų VMS,5321,2025-06-12 15:00:00,235.7,3.34,14.3
153,Šušvė - Šiaulėnų VMS,5321,2025-06-12 14:00:00,235.7,3.34,14.4
154,Šventas - Girutiškės VMS,5327,2025-06-12 15:00:00,178.4,,15.5
155,Šventas - Girutiškės VMS,5327,2025-06-12 14:00:00,178.1,,15.5
156,Šventoji - Anykščių VMS,5521,2025-06-12 15:00:00,75.4,72.69,16.3
157,Šventoji - Anykščių VMS,5521,2025-06-12 14:00:00,75.2,72.52,16.3
158,Šventoji - Šventosios VMS,5823,2025-06-12 15:00:00,104.5,,15.0
159,Šventoji - Šventosios VMS,5823,2025-06-12 14:00:00,105.3,,15.0
160,Šventoji - Ukmergės VMS,5427,2025-06-12 14:00:00,93.2,75.61,16.2
161,Šventoji - Ukmergės VMS,5427,2025-06-12 15:00:00,92.8,75.32,16.2
162,Švėtė - Žagarės VMS,5724,2025-06-12 14:00:00,99.5,,15.4
163,Švėtė - Žagarės VMS,5724,2025-06-12 15:00:00,99.4,,15.3
164,Tatula - Trečionių VMS,6423,2025-06-12 14:00:00,95.7,4.50,14.1
165,Tatula - Trečionių VMS,6423,2025-06-12 15:00:00,95.9,4.54,14.0
166,Tauragnas - Tauragnų VMS,5522,2025-06-12 15:00:00,99.2,,14.1
167,Tauragnas - Tauragnų VMS,5522,2025-06-12 14:00:00,99.1,,14.1
168,Tenenys - Miestalių VMS,5821,2025-06-12 14:00:00,27.8,,16.7
169,Tenenys - Miestalių VMS,5821,2025-06-12 15:00:00,24.8,,16.7
170,Upita - Eidukų VMS,5325,2025-06-12 15:00:00,72.9,,13.0
171,Upita - Eidukų VMS,5325,2025-06-12 14:00:00,73.1,,13.1
172,Ūla-Pelesa - Zervynų VMS,4429,2025-06-12 15:00:00,94.5,3.75,13.6
173,Ūla-Pelesa - Zervynų VMS,4429,2025-06-12 14:00:00,93.9,3.70,13.6
174,Varėnė - Varėnos VMS,4122,2025-06-12 14:00:00,58.1,,16.4
175,Varėnė - Varėnos VMS,4122,2025-06-12 15:00:00,57.8,,16.3
176,Veiviržas - Mikužių VMS,5822,2025-06-12 14:00:00,64.1,,15.5
177,Veiviržas - Mikužių VMS,5822,2025-06-12 15:00:00,64.3,,15.6
178,Venta - Leckavos VMS,6221,2025-06-12 14:00:00,-1.7,18.49,16.8
179,Venta - Leckavos VMS,6221,2025-06-12 15:00:00,9.0,22.31,17.4
180,Venta - Papilės VMS,6222,2025-06-12 15:00:00,172.8,12.10,16.8
181,Venta - Papilės VMS,6222,2025-06-12 14:00:00,172.7,12.07,16.8
182,Verknė - Verbyliškių VMS,4425,2025-06-12 14:00:00,95.8,4.84,14.8
183,Verknė - Verbyliškių VMS,4425,2025-06-12 15:00:00,95.8,4.84,14.8
184,Vilkas - Kamorūnų VMS,5527,2025-06-12 15:00:00,35.5,,18.0
185,Vilkas - Kamorūnų VMS,5527,2025-06-12 14:00:00,35.2,,18.1
186,Vilnia - Vilniaus VMS,4524,2025-06-12 15:00:00,185.1,,14.4
187,Vilnia - Vilniaus VMS,4524,2025-06-12 14:00:00,184.3,,14.4
188,Žeimena - Pabradės VMS,4521,2025-06-12 14:00:00,96.4,24.31,16.3
189,Žeimena - Pabradės VMS,4521,2025-06-12 15:00:00,96.8,24.45,16.2
190,Žuvintas - Žuvinto VMS,4321,2025-06-12 15:00:00,123.2,,15.1
191,Žuvintas - Žuvinto VMS,4321,2025-06-12 14:00:00,122.8,,15.1
